BSL503,SOCI 315,,PHIL 100
MS03,WIEM 346,,
MS04,BEEM 322,"WIEM 211, WIEM 441,",BEEM 435
MS05,BEEM 428,DTHM 0282,DIBM 0214/DHRM 0111
MS07,MATH 00100/00121,DATM 456,"BIOC 00113, AGRI 0361"
MS08,PHIL 150,,"DIBM 0242,"
MS09,"MSEC 803(7), SOCI 902, RELI 811RELI 922",,"MSEC 851(7), SOCI 904,"
MS10,GPHY 343,"CDEV 0270, PPMA 251, CDEV 0102",
MS17,"PHYS 861, MPHY 842, PHYS 973ENSC 822",,"PHYS 886, MPHY 851, PHYS 985,MBAD 814, MBAD 843, MBAD 873"
MS20,AGEC 422,,
MS21,CRSS 0202,,CRSS 0231
MS23,,,
MS24,,,
MS25,,,
MS26,,,
MS27,,,
MS30,,,
LLB1,,,
LLB2,,,
LLB3,BLAW 212,,BLAW 312
PAVH,RELI 365,,
ROOM,8.30 AM→10.30 AM,11.30 AM→1.30PM,2.30 PM→4.30 PM
SGT1,NURS 192,,CHEM 120
S104,NURU 123,HRIM 362,NURU 132/HRIM 131
S105,,,REST 412
S203,HRIM 251,"NURS 279, HNDS 371",
S204,PUHE 473,HRIM 484,PUHE 113
S207,NURS 224,PUHE 371,NURS 273
S302,,BMET 230,SOCI 111
S303,COSC 326,CHEM 344,SOCI 111
S304,PHYS 437,CDEV 436,"ZOOL 333,"
S306,,PHYS 112,CHEM 120
S402,CHEM 448,AGBM 121,PHYS 362
S403,ZOOL 210,AGBM 121,EAPE 411
S404,CHIN 428,AGBM 121,
S408,"BTOM 371,",,PUHE 251
S502,MATH 125,ZOOL 430,EAPE 411
S503,ZOOL 210,"BIOC 313,",EAPE 411
S504,PUHE 111,,EAPE 411
S508,CHEM 351,,BTOM 352
S602,,,LITT 405
L1,EENG 393,BMET 462,EENG 373
L2,EENG 464,,EENG 482
L3,"COSC 0280, COSC 0141, COSC 00131",,"MATH 441,"
L4,EENG 476,,EENG 483
FTC 301,ANSC 460,PHYS 223,SOCI 212
FTC 302,,,SOCI 212
FTC 303,LITT 313,ENGL 354,SOCI 212
FTC 304,PHIL 106,"FOST 343, GPHY 223",BECO 351
FTC 402,,,
FTC 403,"MBAD 803, SOCI 921,",,"MBAD 861, SOCI 941,"
FTC 404,,"MATH 845, BOTA 801,",COSC 0160
FTC 502,,,
FTC 504,,,
FTC 602A,,,
FTC 602B,,,
FTC 602C,AFRE 244,,"AFRE 233, FREN 240"
FTC 604,,,
SRP B 01,MATH 452,"MATH 342, MATH 359",MATH 222
SRP B 03,EDFO 111,"BOTA 131 (310), PHYS 121",MATH 222
MSH5,ANSC 359,,
MSH6,,,
MSH7,,,
MSH8,,,
MSH9,,,
MSH10,,,
BSR001,ENGL 231,ECON 445,CHEM 322
BSR201,MATH 301,ECON 445,"SOCI 446,"
BSR202,ENGL 231,,RELI 470
BSR301,BEEM 111,RELI 221,BCOM 301
BSR302,BEEM 111,RELI 231,BCOM 301
BSR303,BEEM 111,AGRI 101,MATH 442
BSR401,BEEM 111,RELI 450,
BSR402,COSC 360,KISW 303,ENSC 101
BSR403,,KISW 303,"SOCI 446,"
BSR501,GEOG 211,ENGL 411,LITT 211
BSR502,GEOG 233,GEOG 446,LITT 211
BSR503,,,HIST 253
BSL201,,ECON 232,ZOOL 101
BSL202,,ECON 232,HIST 203
BSL203,"BCHM 241, BCHM 362, BCHM 373",ECON 232,BCHM 451
BSL301,"HIST 347/345, HIST 331",ECON 232,ENGL 313
BSL302,HIST 435,ECON 232,ENGL 313
BSL303,,ECON 232,GEOG 314
BSL401,,SOIL 100,AGED 111
BSL402,,,AGED 111
BSL403,,SOIL 100,
BSL501,,BUST 212,COSC 380
BSL502,,AGED 221,CHAL 451
BSL503,,AGED 221,ACSC 381
MS03,,,
MS04,,"DIAC 0227,",
MS05,ZOOL 410,"GPHY 353,",
MS07,"PHYS 822, MPHY 813, PHYS 921",,"PHYS 823, MPHY 833, PHYS 961,MBAD 845"
MS08,,,
MS09,,,
MS10,,,
MS17,,,
MS20,,,
MS21,,,
MS23,,,
MS24,,,
MS25,,,
MS26,,,
MS27,,,
MS30,,,
LLB1,,,
LLB2,,,
LLB3,,BLAW 315,
PAVH,,,
ROOM,8.30 AM→10.30 AM,11.30 AM→1.30PM,2.30 PM→4.30 PM
SGT1,EAPE 211,HRIM 344/PUHE 344,
S104,,,
S105,,,
S203,CHAL 202,"CHEM 314, CHEM 325",
S204,HNDS 161,,
S207,,,
S302,PHYS 161,"CHIN 211, CHIN 415",PHYS 232
S303,,,PHYS 232
S304,ZOOL 443/441,EENG 342,ZOOL 435
S306,PHYS 161,"ZOOL 221, ZOOL 336, ZOOL 451",
S402,RELI 442,,
S403,ZOOL 330,EPSC 331,
S404,,PHYS 427,
S408,PUHE 261,,
S502,ECON 100/ BPLM 101,GEOG 223,
S503,"CHEM 342, CHEM 304",,PHYS 391
S504,ECON 100,"CHEM 419,",
S508,ANSC 372 (5),"MATH 943, BOTA 802,",
S602,,,
L1,BTOM 254,,
L2,,,
L3,,,
L4,,,
FTC 301,,,SOCI 102
FTC 302,,,SOCI 102
FTC 303,PHYS 317,,SOCI 102
FTC 304,,,
FTC 402,,,
FTC 403,,,
FTC 404,,,
FTC 502,,,
FTC 504,,,
FTC 602A,,,
FTC 602B,,,
FTC 602C,,,
FTC 604,,,
SRP B 01,"MATH 454/ MATH 451,",,MATH 344
SRP B 03,EPSC 311,PHIL 104,
MSH5,,,
MSH6,,,
MSH7,,,
MSH8,,,
MSH9,,,
MSH10,,,
BSR001,LITT 102,RELI 100,
BSR201,LITT 102,BCOM 331,
BSR202,GEOG 333,GEOG 334,"MATH 423,"
BSR301,,BCOM 251,
BSR302,,BCOM 251,
BSR303,,BCOM 331,
BSR401,BPLM 212,KISW 406,
BSR402,,,"SOCI 445, GEOG 441, SOCI 435"
BSR403,CHIN 461,,
BSR501,HIST 151,"MATH 325,","BOTA 241,"
BSR502,,,"BOTA 241,"
BSR503,HIST 111,,"BOTA 241,"
BSL201,ECON 111/BCOM 102,,
BSL202,ECON 111,,
BSL203,ECON 111,,
BSL301,ECON 111,,
BSL302,ECON 111,,
BSL303,ECON 111,,
BSL401,"ECON 336,",,
BSL402,"ECON 336,",,
BSL403,"ECON 336,",,
BSL501,"ECON 336,",,
BSL502,"ECON 336,",,
BSL503,,,
MS03,,,
MS04,BEEM 215,SOCI 475,
MS05,BEEM 403,"CHEM 446,",PBLM 302
MS07,RELI 161,,
MS08,"MSEC 852(7), MTOM 851(3), PHYS 842MPHY 871",,"MSEC 853(7), PHYS 894"
MS09,,,
MS10,,,
MS17,,,
MS20,,,
MS21,,,
MS23,,,
MS24,,,
MS25,,,
MS26,,,
MS27,,,
MS30,,,
LLB1,,,
LLB2,,,
LLB3,,,
PAVH,AFRE 467,,
ROOM,8.30 AM→10.30 AM,11.30 AM→1.30PM,2.30 PM→4.30 PM,,,,,,,,
SGT1,,,,,,,,,,,
S302,,AGRI 351,"CHIN 451,",,,,,,,,
S303,,AGRI 351,,,,,,,,,
"",S304,,,HIN 312,,,EENG 372,,,,
S306,"ANSC 333,",,,,,,,,,,
S402,"ANSC 333,",,,,,,,,,,
S403,PHYS 333/233,,,,,,,,,,
S404,CHIN 427,,,,,,,,,,
HIN 312
S408,,ZOOL 311,
S502,ZOOL 232,,
S503,ZOOL 232,EDFO 422,
S504,ZOOL 232,,
S508,,,
S602,,,
L1,,,
L2,,,
L3,,,
L4,,,
FTC 204,,,
FTC 301,,,PHYS 325
FTC 302,,,PHYS 325
FTC 303,,,PHYS 325
FTC 304,,,
FTC 402,,,
FTC 403,,,
FTC 404,,,
FTC 502,,,
FTC 504,,,
FTC 602A,,,
FTC 602B,,,
FTC 602C,,,
FTC 604,,,
SRP B 01,ENSC 100,PHIL 101,
SRP B03,ENSC 100,ECON 212,"ECON 313,"
MSH5,,,
MSH6,,,
MSH7,,,
MSH8,,,
MSH9,,,
MSH10,,,
BSR001,,,
BSR201,,,
BSR202,,,
BSR301,PHYS 342,,
BSR302,PHYS 342,,
BSR303,,,
BSR401,,,
BSR402,,,
BSR403,,,
BSR501,,,
BSR502,,,
BSR503,,,
BSL201,,,
BSL202,,,
BSL203,,,
BSL301,,,
BSL302,,,
BSL303,,,
BSL401,,,
BSL402,,,
BSL403,,,
BSL501,,,
BSL502,,,
BSL503,,,
MS03,,,
MS04,"MTOM 836, BOTA 804",,
MS05,,,
MS07,,,
MS08,,,
MS09,,,
MS10,,,
MS17,,,
MS20,,,
MS21,,,
MS23,,,
MS24,,,
MS25,,,
MS26,,,
MS27,,,
MS30,,,
LLB1,,,
LLB2,,,
LLB3,,,
PAVH,,,
